Mod:Item:MetaData, Localized Name
ic2:te:41, Катушка Теслы
ic2:te:42, Наполнитель
ic2:te:43, Сжиматель
ic2:te:44, Электрическая печь
ic2:te:45, Экстрактор
ic2:te:46, Железная печь
ic2:te:47, Дробитель
ic2:te:48, Утилизатор
ic2:te:49, Консервирующая машина
ic2:te:50, Доменная печь
ic2:te:51, Режущая машина
ic2:te:52, Тепловая центрифуга
ic2:te:53, Ферментер
ic2:te:54, Индукционная печь
ic2:te:55, Металлоформовочная машина
ic2:te:56, Рудопромывочная машина
ic2:te:57, Улучшенная буровая установка
ic2:te:58, Сборщик урожая
ic2:te:59, Автосадовник
ic2:te:60, Буровая установка
ic2:te:92, Генератор материи
ic2:te:93, Сборочный стол для материи
ic2:te:61, Генератор жидкой материи
ic2:te:62, Хранилище шаблонов
ic2:te:63, Репликатор
ic2:te:64, Сканер
ic2:te:65, Энергообменник
ic2:te:66, Личный сейф
ic2:te:67, Ресурсообменник
ic2:te:94, Trading Terminal
ic2:te:68, Заряжающая плита (Эн.хр)
ic2:te:69, Заряжающая плита (МЭСН)
ic2:te:70, Заряжающая плита (МФЭ)
ic2:te:71, Заряжающая плита (МФСУ)
ic2:te:72, Энергохранилище
ic2:te:73, МЭСН
ic2:te:74, МФЭ
ic2:te:75, МФСУ
ic2:te:76, Электролизёр
ic2:te:77, Трансформатор НН
ic2:te:78, Трансформатор СН
ic2:te:79, Трансформатор ВН
ic2:te:80, Трансформатор СВН
ic2:te:81, Бак
ic2:te:82, Загрузчик чанков
ic2:te:83, Компактный предметный буфер
ic2:te:86, Творческий генератор
ic2:te:87, Преобразователь пара
ic2:te:90, Весовой жидкостный распределитель
ic2:te:91, Весовой предметный распределитель
ic2:te:84, Впрыскиватель реакторного хладагента (красного)
ic2:te:85, Впрыскиватель реакторного хладагента (лазуритового)
ic2:te:88, Промышленный верстак
ic2:te:89, Автоматический верстак
ic2:te:100, Коксовая батарея
ic2:te:101, Люк коксовой батареи
ic2:te:102, Поддон коксовой батареи
ic2:te:111, Деревянный контейнер
ic2:te:112, Железный контейнер
ic2:te:113, Бронзовый контейнер
ic2:te:114, Стальной контейнер
ic2:te:115, Иридиевый контейнер
ic2:te:131, Бронзовый бак
ic2:te:132, Железный бак
ic2:te:133, Стальной бак
ic2:te:134, Иридиевый бак
ic2:resource:0, Базальт
ic2:resource:1, Медная руда
ic2:resource:2, Свинцовая руда
ic2:resource:3, Оловянная руда
ic2:resource:4, Урановая руда
ic2:resource:5, Бронзовый блок
ic2:resource:6, Медный блок
ic2:resource:7, Свинцовый блок
ic2:resource:8, Стальной блок
ic2:resource:9, Оловянный блок
ic2:resource:10, Урановый блок
ic2:resource:11, Укреплённый камень
ic2:resource:12, Базовый корпус машины
ic2:resource:13, Улучшенный корпус машины
ic2:resource:14, Реакторный корпус
ic2:resource:15, Серебряный блок
ic2:leaves, ic2.leaves.name
ic2:rubber_wood, ic2.rubber_wood.name
ic2:sapling, ic2.sapling.rubber.name
ic2:scaffold:0, Леса
ic2:scaffold:1, Укреплённые леса
ic2:scaffold:2, Железные леса
ic2:scaffold:3, Укреплённые железные леса
ic2:fence:0, Железный забор
ic2:sheet:0, Латексный лист
ic2:sheet:1, Резиновый лист
ic2:sheet:2, Шерстяной лист
ic2:glass:0, Укреплённое стекло
ic2:foam:0, Строительная пена
ic2:foam:1, Укреплённая строительная пена
ic2:wall:0, Чёрный пенобетон
ic2:wall:1, Синий пенобетон
ic2:wall:2, Коричневый пенобетон
ic2:wall:3, Бирюзовый пенобетон
ic2:wall:4, Серый пенобетон
ic2:wall:5, Зелёный пенобетон
ic2:wall:6, Голубой пенобетон
ic2:wall:7, Светло-серый пенобетон
ic2:wall:8, Лаймовый пенобетон
ic2:wall:9, Сиреневый пенобетон
ic2:wall:10, Оранжевый пенобетон
ic2:wall:11, Розовый пенобетон
ic2:wall:12, Фиолетовый пенобетон
ic2:wall:13, Красный пенобетон
ic2:wall:14, Белый пенобетон
ic2:wall:15, Жёлтый пенобетон
ic2:mining_pipe:0, Буровая труба
ic2:reinforced_door, ic2.reinforced_door.name
ic2:refractory_bricks, ic2.refractory_bricks.name
ic2:uu_matter, ic2.uu_matter.name
ic2:construction_foam, ic2.construction_foam.name
ic2:coolant, ic2.coolant.name
ic2:creosote, ic2.creosote.name
ic2:hot_coolant, ic2.hot_coolant.name
ic2:pahoehoe_lava, ic2.pahoehoe_lava.name
ic2:biomass, ic2.biomass.name
ic2:biogas, ic2.biogas.name
ic2:distilled_water, ic2.distilled_water.name
ic2:superheated_steam, ic2.superheated_steam.name
ic2:steam, ic2.steam.name
ic2:hot_water, ic2.hot_water.name
ic2:weed_ex, ic2.weed_ex.name
ic2:air, ic2.air.name
ic2:hydrogen, ic2.hydrogen.name
ic2:oxygen, ic2.oxygen.name
ic2:heavy_water, ic2.heavy_water.name
ic2:milk, ic2.milk.name
ic2:advanced_batpack, ic2.advanced_batpack.name
ic2:alloy_chestplate, ic2.alloy_chestplate.name
ic2:batpack, ic2.batpack.name
ic2:bronze_boots, ic2.bronze_boots.name
ic2:bronze_chestplate, ic2.bronze_chestplate.name
ic2:bronze_helmet, ic2.bronze_helmet.name
ic2:bronze_leggings, ic2.bronze_leggings.name
ic2:cf_pack, ic2.cf_pack.name
ic2:energy_pack, ic2.energy_pack.name
ic2:hazmat_chestplate, ic2.hazmat_chestplate.name
ic2:hazmat_helmet, ic2.hazmat_helmet.name
ic2:hazmat_leggings, ic2.hazmat_leggings.name
ic2:jetpack, ic2.jetpack.name
ic2:jetpack_electric, ic2.jetpack_electric.name
ic2:lappack, ic2.lappack.name
ic2:nano_boots, ic2.nano_boots.name
ic2:nano_chestplate, ic2.nano_chestplate.name
ic2:nano_helmet, ic2.nano_helmet.name
ic2:nano_leggings, ic2.nano_leggings.name
ic2:nightvision_goggles, ic2.nightvision_goggles.name
ic2:quantum_boots, ic2.quantum_boots.name
ic2:quantum_chestplate, ic2.quantum_chestplate.name
ic2:quantum_helmet, ic2.quantum_helmet.name
ic2:quantum_leggings, ic2.quantum_leggings.name
ic2:rubber_boots, ic2.rubber_boots.name
ic2:solar_helmet, ic2.solar_helmet.name
ic2:static_boots, ic2.static_boots.name
ic2:boat:0, Повреждённая резиновая шлюпка
ic2:boat:1, Резиновая шлюпка
ic2:boat:2, Углепластиковое каноэ
ic2:boat:3, Электролодка
ic2:barrel, ic2.barrel.name
ic2:mug:0, Каменная кружка
ic2:mug:1, Холодный кофе
ic2:mug:2, Тёмный кофе
ic2:mug:3, Кофе
ic2:booze_mug, ic2.booze_mug.name
ic2:crushed:0, Измельчённая медная руда
ic2:crushed:1, Измельчённая золотая руда
ic2:crushed:2, Измельчённая железная руда
ic2:crushed:3, Измельчённая свинцовая руда
ic2:crushed:4, Измельчённая серебряная руда
ic2:crushed:5, Измельчённая оловянная руда
ic2:crushed:6, Измельчённая урановая руда
ic2:purified:0, Очищенная измельчённая медная руда
ic2:purified:1, Очищенная измельчённая золотая руда
ic2:purified:2, Очищенная измельчённая железная руда
ic2:purified:3, Очищенная измельчённая свинцовая руда
ic2:purified:4, Очищенная измельчённая серебряная руда
ic2:purified:5, Очищенная измельчённая оловянная руда
ic2:purified:6, Очищенная измельчённая урановая руда
ic2:dust:0, Бронзовая пыль
ic2:dust:1, Глиняная пыль
ic2:dust:2, Угольная пыль
ic2:dust:3, Гидратированная угольная пыль
ic2:dust:4, Медная пыль
ic2:dust:5, Алмазная пыль
